time,open,high,low,close,volume,Plot,Plot 0
2025-05-14T00:00:00+00:00,104070.6,104325.6,102550,103445,66471.828,98162.355,101378.09
2025-05-15T00:00:00+00:00,103445,104203.9,101333,103710,99517.711,98618.045,102279.22
2025-05-16T00:00:00+00:00,103710,104555,103042.2,103410.2,59383.41,99059.64,102940.34
2025-05-17T00:00:00+00:00,103410.2,103669.4,102539.7,103081.2,36507.918,99528.7,103549.65
2025-05-18T00:00:00+00:00,103081.2,106650,103050,106428.1,95737.18,100101.62,103868.46
2025-05-19T00:00:00+00:00,106428.1,107134.3,102000,105538,131323.02,100668.52,104129.14
2025-05-20T00:00:00+00:00,105538,107292.4,104125.4,106808.2,123586.87,101303.03,104331.73
2025-05-21T00:00:00+00:00,106808.2,110800,106001.8,109608.7,221771.17,101961.92,104884.6
2025-05-22T00:00:00+00:00,109608.7,111968,109150,111646.5,128882.06,102702.57,105774.65
2025-05-23T00:00:00+00:00,111646.5,111758.4,106755,107275.9,148189.69,103275.59,106095.18
2025-05-24T00:00:00+00:00,107275.9,109454.5,106832.3,107716,63242.395,103950.19,106522.28
2025-05-25T00:00:00+00:00,107716,109300,106538.4,108976.2,73175.922,104664.06,107048.9
2025-05-26T00:00:00+00:00,108976.2,110452.2,108640.7,109382.3,79437.633,105293.23,107646.11
2025-05-27T00:00:00+00:00,109382.3,110700,107421.7,108864,124854.2,105887.02,108224.39
2025-05-28T00:00:00+00:00,108864,109217.8,106718,107738.9,74593.391,106111.97,108355.47
2025-05-29T00:00:00+00:00,107738.9,108850,105250,105550,109918.17,106242.9,108356.67
2025-05-30T00:00:00+00:00,105550,106278.3,103569,103976.6,118183.43,106202.62,108073.51
2025-05-31T00:00:00+00:00,103976.6,104898.5,103036.8,104566.1,51672.887,106226.93,107569.25
2025-06-01T00:00:00+00:00,104566.1,105843.6,103696.7,105614.4,44070.285,106370.35,106966.04
2025-06-02T00:00:00+00:00,105614.4,105919.7,103606.4,105827.2,79887.578,106458.18,106821.17
2025-06-03T00:00:00+00:00,105827.2,106773.7,104813.9,105324.7,81511.688,106552.16,106582.04
2025-06-04T00:00:00+00:00,105324.7,105952.9,104135.3,104630,69118.281,106598.16,106147.42
2025-06-05T00:00:00+00:00,104630,105866.7,100350,101455.2,145057.89,106500.41,105354.71
2025-06-06T00:00:00+00:00,101455.2,105320.4,101046,104227.5,89854.656,106557.73,104891.06
2025-06-07T00:00:00+00:00,104227.5,105865.9,103811,105499.9,46624.785,106511.32,104667.16
2025-06-08T00:00:00+00:00,105499.9,106441.8,104924.7,105670.8,35392.621,106517.96,104679.24
2025-06-09T00:00:00+00:00,105670.8,110660.8,105252.6,110219.9,104403.41,106688.54,105303.57
2025-06-10T00:00:00+00:00,110219.9,110351,108279.2,110227.5,73253.031,106719.48,105869.71
2025-06-11T00:00:00+00:00,110227.5,110375.5,108006.6,108611.1,74641.258,106567.71,106169.38
2025-06-12T00:00:00+00:00,108611.1,108782.5,105579.8,105600.9,95883.562,106483.96,106146.75
2025-06-13T00:00:00+00:00,105600.9,106140,102626.9,106023.1,132649.75,106399.32,106216.59
2025-06-14T00:00:00+00:00,106023.1,106168.8,104250,105356.7,41393.559,106218.34,106289.26
2025-06-15T00:00:00+00:00,105356.7,106080,104433,105547.8,39425.367,106026.62,106698.52
2025-06-16T00:00:00+00:00,105547.8,108955.5,104921.2,106749.3,93111.648,105920.88,106950.7
2025-06-17T00:00:00+00:00,106749.3,107724.9,103303.4,104512.7,119378.02,105759.57,106851.98
2025-06-18T00:00:00+00:00,104512.7,105500,103422.3,104847.3,84981.906,105724.44,106769.63
2025-06-19T00:00:00+00:00,104847.3,105191.9,103864,104604.2,44669.238,105755.82,106208.06
2025-06-20T00:00:00+00:00,104604.2,106499.9,102260,103243.9,99708.258,105689.71,105509.7
2025-06-21T00:00:00+00:00,103243.9,103949.9,100800,102083.9,63941.582,105513.18,104856.98
2025-06-22T00:00:00+00:00,102083.9,103347,98125,100904.3,163064.95,105267.04,104387.32
2025-06-23T00:00:00+00:00,100904.3,106024.8,99581,105283.5,159898.31,105264.98,104313.36
2025-06-24T00:00:00+00:00,105283.5,106269.9,104567,106048.5,73028.422,105335.9,104382.54
2025-06-25T00:00:00+00:00,106048.5,108090,105750,107264,80775.07,105626.34,104554.16
2025-06-26T00:00:00+00:00,107264,108239.6,106457.7,106905.3,60839.641,105760.23,104569.76
2025-06-27T00:00:00+00:00,106905.3,107738.1,106280,106999.6,61754.117,105835.22,104818.45
2025-06-28T00:00:00+00:00,106999.6,107499.9,106761,107241,16398.135,105913.73,105057.82
2025-06-29T00:00:00+00:00,107241,108507,107113.8,108314.8,42872.785,105818.47,105428.88
2025-06-30T00:00:00+00:00,108314.8,108766.4,106677,107081.2,62330.172,105661.15,105812.61
2025-07-01T00:00:00+00:00,107081.2,107484.8,105180.3,105634.8,69734.195,105512.34,106167.7
2025-07-02T00:00:00+00:00,105634.8,109740.9,105058.6,108803,93107.742,105672.44,106957.57
2025-07-03T00:00:00+00:00,108803,110485.7,108455.1,109540,76294.25,105848.29,107383.22
2025-07-04T00:00:00+00:00,109540,109725.3,107220.3,107947.4,63635.973,105977.82,107573.11
2025-07-05T00:00:00+00:00,107947.4,108429.2,107685.9,108144.4,17786.217,106107.65,107661.15
2025-07-06T00:00:00+00:00,108144.4,109685,107762.6,109160.5,39472.289,106228.22,107886.67
2025-07-07T00:00:00+00:00,109160.5,109681.4,107449.6,108200,54985.477,106412.58,108006.71
2025-07-08T00:00:00+00:00,108200,109188,107369.7,108881.9,58542.805,106614.31,108170.8
2025-07-09T00:00:00+00:00,108881.9,111999,108263.4,111209.7,82700.734,106944.59,108460.29
2025-07-10T00:00:00+00:00,111209.7,117896.7,110450.9,115990.1,110167.06,107581.89,109351.18
2025-07-11T00:00:00+00:00,115990.1,118849.9,115200,117508.8,92888.867,108353.14,110538.58
2025-07-12T00:00:00+00:00,117508.8,118195.1,116868.1,117369.9,35256.027,109176.42,111395.27
2025-07-13T00:00:00+00:00,117369.9,119474.9,117173.3,119050.2,47572.066,109864.76,112346.29
2025-07-14T00:00:00+00:00,119050.2,123250,118859.2,119841.6,118965.79,110554.41,113535.71
2025-07-15T00:00:00+00:00,119841.6,119946.6,115750,117745.7,144316.06,111078.49,114495.84
2025-07-16T00:00:00+00:00,117745.7,120114.6,117031,118626.3,86278.938,111664.54,115442.42
2025-07-17T00:00:00+00:00,118626.3,121044,117449.9,119218.7,94471.656,112275.5,116544.29
2025-07-18T00:00:00+00:00,119218.7,120896.9,116822.1,117930.1,90803.18,112809.96,117449.11
2025-07-19T00:00:00+00:00,117930.1,118523.7,117237.7,117842.1,30379.068,113286.32,118112.35
2025-07-20T00:00:00+00:00,117842.1,118931,116455.6,117290.4,46146.273,113796.78,118242.38
2025-07-21T00:00:00+00:00,117290.4,119750,116550,117393,80482.633,114384.69,118230.8
